,c_code_1,state_name_abb_a,year,num_conflicts,avg_with,avg_against,avg_cum_duration,num_wars,origin_participant_pct,ongoing_2010,revision_pct,avg_hostility_level,revision_type_mode,state_fatality_bin_mode,outcome_mode,settlement_type_mode
2028,732,ROK,1961,2,1.0,1.5,3.8123287671232875,0,1.0,0.0,1.0,4.0,['Policy' 'Regime/Government'],['1-25' 'None Value'],['N/A' 'Stalemate'],['N/A' 'None Value']
2029,670,SAU,1961,1,1.0,8.0,0.5041095890410959,0,0.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
2030,235,POR,1961,3,1.0,1.0,0.14977168949771688,0,1.0,0.0,0.3333333333333333,3.0,N/A,None Value,Victory for State B,Imposed
2031,600,MOR,1961,2,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.5,2.5,['N/A' 'Territory'],None Value,Stalemate,None Value
2032,530,ETH,1961,1,1.0,1.0,1.0904109589041096,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
2033,200,UKG,1961,6,3.0,4.166666666666667,0.16712328767123288,0,0.16666666666666666,0.0,0.0,2.6666666666666665,N/A,None Value,Stalemate,None Value
2034,740,JPN,1961,3,1.0,1.0,1.584474885844749,0,1.0,0.0,0.0,1.0,N/A,None Value,N/A,N/A
2035,652,SYR,1961,2,1.5,1.0,0.23835616438356164,0,0.5,0.0,1.0,4.0,Territory,None Value,N/A,N/A
2036,40,CUB,1961,1,2.0,1.0,1.0164383561643835,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
2037,260,GFR,1961,5,3.6,3.6,0.12,0,0.2,0.0,0.0,3.4,N/A,None Value,Stalemate,None Value
2038,210,NTH,1961,1,1.0,1.0,1.715068493150685,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
2039,630,IRN,1961,1,1.0,8.0,0.0027397260273972603,0,0.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
2040,666,ISR,1961,6,1.3333333333333333,1.0,1.6497716894977168,0,1.0,0.0,0.16666666666666666,4.0,N/A,None Value,Stalemate,None Value
2041,520,SOM,1961,1,1.0,1.0,1.0904109589041096,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
2042,731,PRK,1961,2,1.0,2.0,3.621917808219178,0,1.0,0.0,1.0,4.0,Regime/Government,1-25,Stalemate,None Value
2043,710,CHN,1961,6,2.0,2.0,0.4397260273972603,0,0.5,0.0,0.3333333333333333,2.5,N/A,None Value,Stalemate,Negotiated
2044,811,CAM,1961,1,1.0,1.0,0.5315068493150685,0,1.0,0.0,1.0,3.0,Territory,None Value,Stalemate,None Value
2045,2,USA,1961,12,2.6666666666666665,2.75,0.5863013698630137,0,0.75,0.0,0.25,3.0833333333333335,N/A,None Value,Stalemate,None Value
2046,770,PAK,1961,2,1.0,1.0,0.3136986301369863,0,1.0,0.0,0.5,4.0,['N/A' 'Territory'],['26-100' 'None Value'],Stalemate,None Value
2047,700,AFG,1961,1,1.0,1.0,0.2958904109589041,0,1.0,0.0,1.0,4.0,Territory,26-100,Stalemate,None Value
2048,290,POL,1961,4,4.0,4.0,0.030136986301369864,0,0.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
2049,42,DOM,1961,1,1.0,1.0,0.5698630136986301,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by for State A,None Value
2050,616,TUN,1962,1,1.0,8.0,0.473972602739726,0,0.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
2051,770,PAK,1962,2,1.0,1.0,0.2191780821917808,0,1.0,0.0,1.0,3.0,Territory,['1-25' 'None Value'],Stalemate,None Value
2052,816,DRV,1962,2,2.0,4.5,0.6150684931506849,0,1.0,0.0,0.5,2.5,['N/A' 'Regime/Government'],None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
2053,260,GFR,1962,1,2.0,2.0,0.7397260273972602,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,None Value
2054,740,JPN,1962,4,1.0,1.0,1.3068493150684932,0,1.0,0.0,0.0,1.0,N/A,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
2055,750,IND,1962,5,1.0,1.4,0.5079452054794521,1,1.0,0.0,0.6,4.0,['N/A' 'Policy'],"['1,000+' '1-25' 'None Value']",Stalemate,None Value
2056,678,YAR,1962,4,2.5,1.75,0.17602739726027397,0,0.25,0.0,0.25,4.0,N/A,None Value,['N/A' 'Stalemate'],['N/A' 'Negotiated']
2057,265,GDR,1962,1,2.0,2.0,0.7397260273972602,0,1.0,0.0,1.0,4.0,Territory,1-25,Stalemate,None Value
2058,900,AUL,1962,2,3.0,6.0,0.5328767123287671,0,0.0,0.0,0.0,3.0,N/A,None Value,Compromise,Negotiated
2059,91,HON,1962,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,None Value
2060,461,TOG,1962,1,1.0,1.0,0.03561643835616438,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
2061,135,PER,1962,1,1.0,1.0,0.010958904109589041,0,1.0,0.0,1.0,4.0,Policy,None Value,Released (for seizures),None Value
2062,435,MAA,1962,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,1.0,4.0,Territory,,Stalemate,None Value
2063,93,NIC,1962,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,None Value
2064,670,SAU,1962,3,2.3333333333333335,4.0,0.3872146118721461,0,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665,Regime/Government,None Value,N/A,N/A
2065,731,PRK,1962,2,1.0,2.0,0.5835616438356165,0,1.0,0.0,1.0,4.0,Regime/Government,1-25,N/A,N/A
2066,690,KUW,1962,1,1.0,8.0,0.684931506849315,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
2067,640,TUR,1962,3,1.0,1.0,0.04018264840182648,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
2068,432,MLI,1962,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,1.0,4.0,Territory,,Stalemate,None Value
2069,713,TAW,1962,1,1.0,2.0,0.9506849315068493,0,1.0,0.0,1.0,4.0,Regime/Government,,Stalemate,None Value
2070,160,ARG,1962,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,None Value
2071,625,SUD,1962,1,1.0,8.0,0.473972602739726,0,0.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
2072,645,IRQ,1962,8,1.0,7.125,0.5058219178082192,0,1.0,0.0,0.875,4.0,Territory,None Value,Stalemate,None Value
2073,40,CUB,1962,1,1.0,2.0,0.873972602739726,0,1.0,0.0,0.0,4.0,N/A,None Value,Yield by for State A,Negotiated
2074,235,POR,1962,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,1.0,4.0,Policy,None Value,Stalemate,None Value
2075,800,THI,1962,3,2.3333333333333335,4.333333333333333,0.36529680365296807,0,0.3333333333333333,0.0,0.0,3.0,N/A,['1-25' 'None Value'],['Compromise' 'N/A' 'Stalemate'],['N/A' 'Negotiated' 'None Value']
2076,812,LAO,1962,3,3.0,6.0,0.6785388127853881,0,1.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
2077,811,CAM,1962,2,1.0,1.0,0.21506849315068494,0,1.0,0.0,0.5,2.5,['N/A' 'Territory'],['1-25' 'None Value'],Stalemate,None Value
2078,732,ROK,1962,2,1.0,1.5,2.793150684931507,0,1.0,0.0,1.0,4.0,['Policy' 'Regime/Government'],['1-25' 'None Value'],N/A,N/A
2079,651,EGY,1962,4,2.5,3.5,0.24863013698630138,0,0.75,0.0,0.75,3.75,Regime/Government,None Value,Stalemate,Negotiated
2080,210,NTH,1962,1,1.0,1.0,2.33972602739726,0,1.0,0.0,0.0,4.0,N/A,1-25,Yield by for State A,Negotiated
2081,150,PAR,1962,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,None Value
2082,920,NEW,1962,2,3.0,6.0,0.5328767123287671,0,0.0,0.0,0.0,3.0,N/A,None Value,Compromise,Negotiated
2083,365,RUS,1962,13,2.0,3.6153846153846154,0.2600632244467861,0,0.38461538461538464,0.0,0.3076923076923077,3.3076923076923075,N/A,None Value,Compromise,Negotiated
2084,2,USA,1962,13,1.6923076923076923,2.769230769230769,0.3673340358271865,0,0.5384615384615384,0.0,0.15384615384615385,3.1538461538461537,N/A,None Value,Stalemate,None Value
2085,652,SYR,1962,3,1.3333333333333333,1.0,0.8264840182648402,0,0.6666666666666666,0.0,0.6666666666666666,4.0,Territory,None Value,N/A,N/A
2086,790,NEP,1962,1,1.0,2.0,0.5150684931506849,0,1.0,0.0,0.0,4.0,N/A,,Stalemate,None Value
2087,438,GUI,1962,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
2088,200,UKG,1962,4,2.0,5.25,0.40136986301369865,0,0.25,0.0,0.0,3.25,N/A,None Value,Compromise,Negotiated
2089,817,RVN,1962,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,1.0,4.0,Territory,None Value,Stalemate,None Value
2090,850,INS,1962,1,1.0,1.0,2.33972602739726,0,1.0,0.0,1.0,4.0,Territory,1-25,Yield by State B,Negotiated
2091,452,GHA,1962,1,1.0,1.0,0.03561643835616438,0,1.0,0.0,1.0,3.0,Policy,None Value,Stalemate,None Value
2092,710,CHN,1962,11,2.090909090909091,4.181818181818182,0.621170610211706,1,0.2727272727272727,0.0,0.36363636363636365,3.090909090909091,N/A,None Value,Stalemate,None Value
2093,666,ISR,1962,3,1.3333333333333333,1.0,0.8447488584474885,0,1.0,0.0,0.3333333333333333,4.0,N/A,None Value,N/A,N/A
2094,600,MOR,1962,1,1.0,1.0,0.3013698630136986,0,1.0,0.0,1.0,4.0,Territory,26-100,Stalemate,None Value
2095,663,JOR,1962,4,2.0,3.25,0.2191780821917808,0,0.25,0.0,0.25,3.75,N/A,['1-25' 'None Value'],Stalemate,['Negotiated' 'None Value']
2096,615,ALG,1962,1,1.0,1.0,0.3013698630136986,0,1.0,0.0,0.0,4.0,N/A,26-100,Stalemate,None Value
2097,130,ECU,1963,1,1.0,1.0,0.049315068493150684,0,1.0,0.0,1.0,4.0,Policy,None Value,Released (for seizures),None Value
2098,731,PRK,1963,2,1.0,2.0,1.5835616438356164,0,1.0,0.0,1.0,4.0,Regime/Government,1-25,N/A,N/A
2099,811,CAM,1963,2,1.0,1.0,0.4178082191780822,0,1.0,0.0,1.0,2.5,Territory,None Value,Stalemate,None Value
2100,600,MOR,1963,1,1.0,1.0,0.09863013698630137,0,1.0,0.0,1.0,4.0,Territory,26-100,Stalemate,None Value
2101,732,ROK,1963,2,1.0,1.5,3.793150684931507,0,1.0,0.0,1.0,4.0,['Policy' 'Regime/Government'],['1-25' 'None Value'],N/A,N/A
2102,520,SOM,1963,2,1.0,1.0,0.06712328767123288,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
2103,155,CHL,1963,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,1.0,1.0,Territory,None Value,Stalemate,Negotiated
2104,41,HAI,1963,4,1.0,4.0,0.10273972602739725,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
2105,640,TUR,1963,1,1.0,1.0,0.019178082191780823,0,1.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
2106,615,ALG,1963,1,1.0,1.0,0.09863013698630137,0,1.0,0.0,0.0,4.0,N/A,101-250,Stalemate,None Value
2107,42,DOM,1963,1,1.0,4.0,0.10684931506849316,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
2108,740,JPN,1963,2,1.0,1.0,3.0027397260273974,0,1.0,0.0,0.0,1.0,N/A,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
2109,630,IRN,1963,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,1.0,N/A,,Stalemate,None Value
2110,260,GFR,1963,2,1.0,1.5,0.0027397260273972603,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
2111,770,PAK,1963,2,1.0,1.0,0.0863013698630137,0,1.0,0.0,1.0,3.0,Territory,None Value,['Compromise' 'Stalemate'],['Negotiated' 'None Value']
2112,666,ISR,1963,4,1.25,1.0,1.1308219178082193,0,1.0,0.0,0.25,4.0,N/A,['1-25' 'None Value'],['N/A' 'Stalemate'],['N/A' 'None Value']
2113,710,CHN,1963,4,2.5,4.75,1.5486301369863014,0,0.25,0.0,0.25,3.75,N/A,None Value,N/A,N/A
2114,817,RVN,1963,1,1.0,1.0,0.5041095890410959,0,1.0,0.0,1.0,1.0,Territory,None Value,Stalemate,None Value
2115,800,THI,1963,2,2.0,3.5,0.9986301369863013,0,0.5,0.0,0.0,3.5,N/A,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
2116,350,GRC,1963,1,1.0,1.0,0.019178082191780823,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
2117,660,LEB,1963,2,1.0,1.0,0.1136986301369863,0,1.0,0.0,0.0,1.0,N/A,['1-25' 'None Value'],['Compromise' 'Stalemate'],['Negotiated' 'None Value']
2118,436,NIR,1963,1,1.0,1.0,0.0821917808219178,0,1.0,0.0,0.0,1.0,N/A,None Value,N/A,N/A
2119,900,AUL,1963,1,1.0,3.0,0.33424657534246577,0,0.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
2120,713,TAW,1963,1,1.0,1.0,0.9013698630136986,0,1.0,0.0,1.0,4.0,Regime/Government,None Value,N/A,N/A
2121,315,CZE,1963,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,1.0,4.0,Policy,None Value,Stalemate,None Value
2122,750,IND,1963,2,1.0,1.0,0.0863013698630137,0,1.0,0.0,0.0,1.0,N/A,None Value,['Compromise' 'Stalemate'],['Negotiated' 'None Value']
2123,160,ARG,1963,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,1.0,3.0,Territory,None Value,Stalemate,Negotiated
2124,816,DRV,1963,1,3.0,6.0,1.9863013698630136,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
2125,2,USA,1963,6,1.3333333333333333,2.6666666666666665,0.5634703196347032,0,0.6666666666666666,0.0,0.0,2.1666666666666665,N/A,None Value,Stalemate,None Value
2126,652,SYR,1963,4,1.25,1.0,1.0986301369863014,0,0.75,0.0,1.0,4.0,['Policy' 'Territory'],None Value,Stalemate,None Value
2127,678,YAR,1963,3,1.6666666666666667,1.3333333333333333,0.8319634703196348,0,0.6666666666666666,0.0,0.6666666666666666,4.0,Territory,None Value,['N/A' 'Stalemate' 'Victory for State A'],['Imposed' 'N/A' 'Negotiated']
2128,140,BRA,1963,1,1.0,1.0,0.0821917808219178,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
2129,365,RUS,1963,4,1.0,1.5,0.0027397260273972603,0,1.0,0.0,0.75,4.0,Policy,None Value,Stalemate,None Value
2130,651,EGY,1963,2,2.0,1.5,0.6164383561643836,0,1.0,0.0,0.5,4.0,['N/A' 'Regime/Government'],,Stalemate,['Negotiated' 'None Value']
2131,670,SAU,1963,2,3.0,2.0,1.2246575342465753,0,1.0,0.0,1.0,4.0,Regime/Government,,Stalemate,Negotiated
2132,812,LAO,1963,2,3.0,6.0,1.9863013698630136,0,1.0,0.0,0.0,2.5,N/A,None Value,N/A,N/A
2133,200,UKG,1963,4,1.0,2.25,0.565068493150685,0,0.5,0.0,0.0,3.75,N/A,None Value,N/A,N/A
2134,434,BEN,1963,1,1.0,1.0,0.0821917808219178,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
2135,501,KEN,1963,1,1.0,1.0,0.00821917808219178,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
2136,850,INS,1963,4,1.0,2.5,0.5267123287671233,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
2137,220,FRN,1963,1,1.0,1.0,0.0821917808219178,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
2138,530,ETH,1963,1,1.0,1.0,0.12602739726027398,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
2139,820,MAL,1963,1,1.0,3.0,0.8876712328767123,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
2140,20,CAN,1963,1,1.0,4.0,0.10136986301369863,0,0.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
2141,663,JOR,1963,1,1.0,1.0,0.35342465753424657,0,1.0,0.0,1.0,4.0,Territory,1-25,N/A,N/A
2142,663,JOR,1964,1,1.0,1.0,1.356164383561644,0,1.0,0.0,1.0,4.0,Territory,1-25,Stalemate,N/A
2143,260,GFR,1964,1,1.0,1.0,0.01643835616438356,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
2144,155,CHL,1964,1,1.0,1.0,0.0136986301369863,0,1.0,0.0,1.0,4.0,Territory,None Value,Stalemate,Negotiated
2145,516,BUI,1964,1,1.0,1.0,0.0136986301369863,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
2146,2,USA,1964,10,3.5,2.2,0.6726027397260274,0,0.9,0.0,0.1,3.1,N/A,None Value,['N/A' 'Stalemate'],None Value
2147,750,IND,1964,2,1.0,1.0,0.5780821917808219,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
2148,678,YAR,1964,1,1.0,1.0,2.197260273972603,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
2149,517,RWA,1964,1,1.0,1.0,0.0136986301369863,0,1.0,0.0,1.0,4.0,Regime/Government,None Value,Stalemate,None Value
2150,800,THI,1964,3,1.6666666666666667,2.6666666666666665,1.017351598173516,0,0.6666666666666666,0.0,0.3333333333333333,3.6666666666666665,N/A,None Value,['Compromise' 'N/A' 'Stalemate'],['N/A' 'Negotiated' 'None Value']
2151,731,PRK,1964,4,1.5,1.5,1.0123287671232877,0,1.0,0.0,1.0,4.0,Regime/Government,['1-25' 'None Value'],['N/A' 'Stalemate'],['N/A' 'None Value']
2152,740,JPN,1964,1,1.0,1.0,6.0849315068493155,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
2153,812,LAO,1964,3,2.3333333333333335,4.333333333333333,1.8812785388127853,0,1.0,0.0,0.0,3.0,N/A,None Value,['Compromise' 'N/A' 'Stalemate'],['N/A' 'Negotiated' 'None Value']
2154,501,KEN,1964,1,1.0,1.0,0.25753424657534246,0,1.0,0.0,0.0,4.0,N/A,,Stalemate,Negotiated
2155,380,SWD,1964,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
2156,732,ROK,1964,3,1.3333333333333333,1.3333333333333333,2.7031963470319633,0,1.0,0.0,1.0,4.0,Regime/Government,None Value,Stalemate,None Value
2157,640,TUR,1964,1,1.0,1.0,0.6328767123287671,0,1.0,0.0,1.0,4.0,Policy,1-25,Stalemate,Negotiated
2158,816,DRV,1964,4,6.75,3.75,1.167808219178082,0,1.0,0.0,0.5,4.0,['N/A' 'Regime/Government'],None Value,N/A,N/A
2159,710,CHN,1964,9,4.0,3.3333333333333335,1.256316590563166,0,0.3333333333333333,0.0,0.3333333333333333,3.2222222222222223,N/A,None Value,N/A,N/A
2160,530,ETH,1964,1,1.0,1.0,0.4301369863013699,0,1.0,0.0,0.0,4.0,N/A,26-100,Stalemate,Negotiated
2161,365,RUS,1964,8,3.625,1.75,0.26746575342465756,0,0.625,0.0,0.5,3.375,N/A,None Value,N/A,['N/A' 'None Value']
2162,652,SYR,1964,1,1.0,1.0,3.265753424657534,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
2163,900,AUL,1964,4,6.25,3.0,0.6390410958904109,0,0.0,0.0,0.25,2.5,N/A,None Value,N/A,N/A
2164,436,NIR,1964,1,1.0,1.0,0.08767123287671233,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by State B,None Value
2165,651,EGY,1964,3,1.0,1.0,0.23378995433789954,0,1.0,0.0,0.6666666666666666,2.6666666666666665,['N/A' 'Policy' 'Territory'],None Value,Stalemate,None Value
2166,817,RVN,1964,4,6.5,2.5,0.547945205479452,0,0.25,0.0,0.25,2.5,N/A,None Value,N/A,N/A
2167,670,SAU,1964,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,1.0,2.0,Policy,None Value,Stalemate,None Value
2168,200,UKG,1964,2,1.0,2.0,2.041095890410959,0,0.5,0.0,0.0,4.0,N/A,None Value,N/A,N/A
2169,434,BEN,1964,1,1.0,1.0,0.08767123287671233,0,1.0,0.0,1.0,4.0,Territory,None Value,Yield by for State A,None Value
2170,220,FRN,1964,1,1.0,1.0,0.03287671232876712,0,1.0,0.0,1.0,4.0,Regime/Government,1-25,Victory for State A,Imposed
2171,160,ARG,1964,1,1.0,1.0,0.0136986301369863,0,1.0,0.0,1.0,4.0,Territory,None Value,Stalemate,Negotiated
2172,713,TAW,1964,1,1.0,1.0,1.904109589041096,0,1.0,0.0,1.0,4.0,Regime/Government,None Value,N/A,N/A
2173,811,CAM,1964,3,1.6666666666666667,1.0,0.536986301369863,0,1.0,0.0,0.3333333333333333,4.0,N/A,None Value,N/A,N/A
2174,770,PAK,1964,1,1.0,1.0,0.4191780821917808,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
2175,666,ISR,1964,3,1.0,1.0,1.7726027397260273,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
2176,820,MAL,1964,2,1.0,2.0,0.9465753424657535,0,1.0,0.0,0.0,2.5,N/A,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
2177,520,SOM,1964,2,1.0,1.0,0.34383561643835614,0,1.0,0.0,1.0,4.0,Territory,101-250,Stalemate,Negotiated
2178,350,GRC,1964,1,1.0,1.0,0.6328767123287671,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,Negotiated
2179,850,INS,1964,4,1.0,2.5,1.2787671232876712,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
2180,481,GAB,1964,1,1.0,1.0,0.03287671232876712,0,1.0,0.0,0.0,4.0,N/A,26-100,Victory for State B,Imposed
2181,850,INS,1965,5,1.0,2.2,1.5495890410958906,0,1.0,0.0,1.0,4.0,Territory,101-250,Stalemate,None Value
2182,640,TUR,1965,4,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.5,2.25,['N/A' 'Policy'],None Value,Stalemate,None Value
2183,452,GHA,1965,1,1.0,1.0,0.2493150684931507,0,1.0,0.0,1.0,4.0,Territory,None Value,Stalemate,None Value
2184,500,UGA,1965,2,1.0,1.0,0.0589041095890411,0,1.0,0.0,0.0,2.5,N/A,None Value,['Released (for seizures)' 'Stalemate'],['Negotiated' 'None Value']
2185,551,ZAM,1965,1,1.0,2.0,0.13972602739726028,0,1.0,0.0,0.0,1.0,N/A,None Value,N/A,N/A
2186,365,RUS,1965,8,5.375,2.25,0.4469178082191781,0,0.375,0.0,0.25,2.75,N/A,None Value,Stalemate,None Value
2187,630,IRN,1965,1,1.0,1.0,0.038356164383561646,0,1.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
2188,652,SYR,1965,2,1.0,1.0,2.1342465753424658,0,1.0,0.0,0.5,4.0,['N/A' 'Territory'],None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
2189,666,ISR,1965,4,1.0,1.0,1.7938356164383562,0,1.0,0.0,0.25,4.0,N/A,None Value,Stalemate,None Value
2190,2,USA,1965,8,4.0,2.25,0.8325342465753425,1,1.0,0.0,0.25,3.625,N/A,None Value,N/A,N/A
2191,816,DRV,1965,6,7.166666666666667,3.5,1.7100456621004565,4,1.0,0.0,0.5,4.666666666666667,['N/A' 'Regime/Government'],None Value,N/A,N/A
2192,155,CHL,1965,1,1.0,1.0,0.09863013698630137,0,1.0,0.0,1.0,4.0,Territory,1-25,Compromise,Negotiated
2193,920,NEW,1965,3,8.0,3.0,0.4292237442922374,0,0.0,0.0,0.3333333333333333,2.3333333333333335,N/A,None Value,N/A,N/A
2194,811,CAM,1965,5,1.8,2.2,0.5764383561643835,0,1.0,0.0,0.8,3.4,Policy,None Value,N/A,N/A
2195,660,LEB,1965,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
2196,651,EGY,1965,2,1.5,1.0,0.6273972602739726,0,1.0,0.0,1.0,3.5,['Policy' 'Territory'],None Value,['Compromise' 'Stalemate'],['Negotiated' 'None Value']
2197,200,UKG,1965,4,1.0,1.75,1.3842465753424658,0,0.5,0.0,0.25,3.0,N/A,None Value,Stalemate,None Value
2198,812,LAO,1965,1,3.0,6.0,3.989041095890411,0,1.0,0.0,0.0,1.0,N/A,None Value,N/A,N/A
2199,790,NEP,1965,1,1.0,1.0,0.00821917808219178,0,1.0,0.0,0.0,3.0,N/A,None Value,Released (for seizures),Negotiated
2200,484,CON,1965,1,1.0,1.0,0.08493150684931507,0,1.0,0.0,1.0,1.0,Policy,None Value,Stalemate,None Value
2201,530,ETH,1965,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
2202,820,MAL,1965,2,1.0,2.0,1.3835616438356164,0,1.0,0.0,0.0,2.5,N/A,['26-100' 'None Value'],Stalemate,None Value
2203,740,JPN,1965,1,1.0,1.0,0.010958904109589041,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
2204,520,SOM,1965,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,1.0,4.0,Territory,None Value,Stalemate,None Value
2205,490,DRC,1965,2,1.0,1.0,0.08493150684931507,0,1.0,0.0,0.5,3.5,['N/A' 'Policy'],None Value,Stalemate,None Value
2206,713,TAW,1965,1,1.0,1.0,2.904109589041096,0,1.0,0.0,1.0,4.0,Regime/Government,None Value,N/A,N/A
2207,501,KEN,1965,1,1.0,1.0,0.03287671232876712,0,1.0,0.0,1.0,4.0,Policy,None Value,Released (for seizures),Negotiated
2208,160,ARG,1965,1,1.0,1.0,0.09863013698630137,0,1.0,0.0,1.0,4.0,Territory,None Value,Compromise,Negotiated
2209,352,CYP,1965,2,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,1.5,N/A,None Value,Stalemate,None Value
2210,670,SAU,1965,2,2.0,1.0,0.2219178082191781,0,1.0,0.0,1.0,3.0,Policy,,Compromise,Negotiated
2211,710,CHN,1965,13,3.923076923076923,2.230769230769231,0.8817702845100106,0,0.38461538461538464,0.0,0.3076923076923077,2.5384615384615383,N/A,None Value,N/A,N/A
2212,552,ZIM,1965,2,1.0,2.0,0.1095890410958904,0,1.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
2213,678,YAR,1965,2,1.5,1.0,1.3767123287671232,0,0.5,0.0,0.5,3.5,['N/A' 'Territory'],None Value,['Compromise' 'Stalemate'],['Negotiated' 'None Value']
2214,645,IRQ,1965,2,1.0,1.0,0.02054794520547945,0,1.0,0.0,1.0,4.0,Policy,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
2215,461,TOG,1965,1,1.0,1.0,0.2493150684931507,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,None Value
2216,900,AUL,1965,4,6.25,3.0,1.4321917808219178,1,0.0,0.0,0.25,2.75,N/A,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
2217,663,JOR,1965,1,1.0,1.0,2.0383561643835617,0,1.0,0.0,1.0,4.0,Territory,1-25,Stalemate,None Value
2218,770,PAK,1965,2,1.0,1.0,0.9575342465753425,1,1.0,0.0,1.0,4.5,Territory,['101-250' 'None Value'],['N/A' 'Stalemate'],['N/A' 'Negotiated']
