,year,c_code_1,state_name_1,total_protestant,total_catholic,total_christian,total_jewish,total_sunni,total_shia,total_islam,total_buddhist,total_hindu,total_sikh,total_shinto,total_non_religious
0,1945,2,USA,66069671,38716742,110265118,4641182,0,0,0,1601218,0,0,0,22874544
1,1950,2,USA,73090083,42635882,122994019,6090837,0,0,0,0,0,0,0,22568130
2,1955,2,USA,79294628,46402368,134001770,5333332,0,0,0,90173,0,0,0,23303540
3,1960,2,USA,90692928,50587880,150234347,5500000,0,0,0,2012131,0,0,0,21548225
4,1965,2,USA,94165803,64761783,167515758,5600000,0,0,0,1080892,0,0,0,19852362
5,1970,2,USA,93918347,69119143,172867051,6150000,0,0,0,1113861,0,0,0,20474592
6,1975,2,USA,93578909,77181399,182810532,6700000,0,0,0,1019556,159778,1597,0,24789671
7,1980,2,USA,101216516,75149580,186649864,7259000,2407464,254121,2666560,1357967,995149,0,0,26813635
8,1985,2,USA,107309700,82463100,199787782,7510000,2186675,298183,2484858,1984325,1005000,0,0,25396899
9,1990,2,USA,132040181,65530789,214425162,5508504,2019386,275371,2294757,1575481,323352,18517,59724,24413914
10,1995,2,USA,123669458,70308695,215593975,5259463,2134332,291045,2425377,1608346,574269,47402,57972,34475517
11,2000,2,USA,115298736,75086601,219818305,5010424,2249277,306720,2555997,2449569,825186,76286,56220,44537120
12,2005,2,USA,117527349,76742245,226464805,5536622,2363129,322245,2685374,3682694,1311442,269862,60560,51781800
13,2010,2,USA,119755961,78397889,233111307,5942248,2476980,337770,2814750,3410236,1797698,406908,156375,59422500
14,1945,20,CAN,4002534,5038280,10531961,176690,0,0,0,115066,0,5000,0,0
15,1950,20,CAN,4098000,6181650,12225479,179954,0,0,2006,112006,2006,10001,0,128304
16,1955,20,CAN,4248720,7338356,13969532,217160,0,0,1003,446608,1003,5000,0,64152
17,1960,20,CAN,4635491,8495062,16170219,254366,0,0,0,781211,0,0,0,0
18,1965,20,CAN,5138863,9051880,17316559,286649,0,0,0,790000,0,0,0,500000
19,1970,20,CAN,5750190,10009590,17889480,287509,0,0,41103,15696,19615,19615,0,713821
20,1975,20,CAN,6124060,11633595,20097739,303695,0,0,43385,16527,20659,7230,0,2444940
21,1980,20,CAN,6792962,11670690,21554382,308594,158057,17562,175619,20847,50986,9064,0,1959478
22,1985,20,CAN,7450000,12636160,23296160,313572,191529,21281,212810,0,0,0,0,2011269
23,1990,20,CAN,7936000,12720000,24346000,350000,225000,25000,250000,500000,155000,240000,0,1545500
24,1995,20,CAN,8001536,13399222,24958842,361880,112500,12500,125000,250000,170941,197867,272,2772795
25,2000,20,CAN,8067073,14078444,25571687,373762,252291,28032,280323,360000,186882,155735,545,4000090
26,2005,20,CAN,8996090,13649240,26057640,341229,581400,64600,646000,605000,193800,161500,565,4100000
27,2010,20,CAN,7929127,14497030,26431104,340304,600000,70000,670000,670000,275000,275000,915,5670000
28,1975,31,BHM,100339,15750,164603,768,0,0,0,0,0,0,0,6421
29,1980,31,BHM,104580,21000,174180,620,0,0,0,0,0,0,0,6940
30,1985,31,BHM,109000,28000,185700,500,0,0,0,0,0,0,0,7500
31,1990,31,BHM,124600,35475,209670,400,0,0,0,0,0,0,0,5225
32,1995,31,BHM,148938,49688,253645,0,0,0,0,0,0,0,0,0
33,2000,31,BHM,207870,43050,297045,300,0,0,0,0,0,0,0,8917
34,2005,31,BHM,219700,45500,313950,317,0,0,0,0,0,0,0,9425
35,2010,31,BHM,211798,43863,302657,305,0,0,0,0,0,0,0,9086
36,1945,40,CUB,185865,4387700,4573565,0,0,0,0,0,0,0,0,0
37,1950,40,CUB,220852,4964000,5184852,0,0,0,0,0,0,0,0,0
38,1955,40,CUB,242266,5462100,5704366,0,0,0,0,0,0,0,0,0
39,1960,40,CUB,265000,5924000,6189000,0,0,0,0,0,0,0,0,0
40,1965,40,CUB,265000,5960920,6225920,0,0,0,0,0,0,0,0,0
41,1970,40,CUB,238062,6119229,6382300,1800,0,0,0,5000,3000,0,0,2100000
42,1975,40,CUB,260000,6219229,6504238,1800,0,0,1000,5000,3000,0,0,1935400
43,1980,40,CUB,437580,6471000,6921580,2200,0,0,0,6000,0,0,0,2435400
44,1985,40,CUB,403920,7151000,7554920,0,0,0,0,0,0,0,0,2502000
45,1990,40,CUB,424960,7250000,7680210,1000,0,0,8000,6000,21000,0,0,2577060
46,1995,40,CUB,436160,8088000,8524160,1020,0,0,8160,6120,21420,0,0,2267812
47,2000,40,CUB,500000,7280650,8100650,500,0,0,8500,0,0,0,0,1680150
48,2005,40,CUB,562150,6745800,7520095,1200,0,0,7200,0,11000,0,0,1478532
49,2010,40,CUB,550000,6744696,7407107,1500,0,0,8000,0,25000,0,0,1478290
50,1945,41,HAI,310000,2626500,2936500,0,0,0,0,0,0,0,0,0
51,1950,41,HAI,310000,2634000,2944000,0,0,0,0,0,0,0,0,0
52,1955,41,HAI,321500,2777000,3098500,0,0,0,0,0,0,0,0,0
53,1960,41,HAI,333000,2920000,3253000,0,0,0,0,0,0,0,0,0
54,1965,41,HAI,344911,3372970,3742881,0,0,0,0,0,0,0,0,0
55,1970,41,HAI,400073,3797400,4235925,100,0,0,1500,0,0,0,0,183830
56,1975,41,HAI,464056,4089750,4553806,100,0,0,1500,0,0,0,0,183830
57,1980,41,HAI,574900,4382100,5002500,100,0,0,1700,0,0,0,0,57900
58,1985,41,HAI,610000,4515000,5125000,0,0,0,0,0,0,0,0,520000
59,1990,41,HAI,730500,5120000,5934500,160,0,0,1660,0,0,0,0,410442
60,1995,41,HAI,745110,5834400,6621510,129,0,0,830,0,0,0,0,0
61,2000,41,HAI,822200,6555400,7377600,98,0,0,0,0,0,0,0,822200
62,2005,41,HAI,941000,7057500,7998500,500,0,0,2000,0,0,0,0,941000
63,2010,41,HAI,976083,7027799,8003882,120,0,0,1750,0,0,0,0,976083
64,1945,42,DOM,31680,1847340,1879020,0,0,0,0,0,0,0,0,0
65,1950,42,DOM,33440,2098474,2131914,463,0,0,0,56,0,0,0,1845
66,1955,42,DOM,40952,2450000,2490952,231,0,0,0,28,0,0,0,0
67,1960,42,DOM,48465,3101000,3149465,0,0,0,0,0,0,0,0,0
68,1965,42,DOM,50250,3189200,3239450,0,0,0,0,0,0,0,0,0
69,1970,42,DOM,406200,3189200,3598539,350,0,0,0,1500,0,0,0,450000
70,1975,42,DOM,516670,3428810,3949249,415,0,0,0,750,0,0,0,580000
71,1980,42,DOM,151000,4700025,4855425,480,0,0,0,2000,0,0,0,626670
72,1985,42,DOM,109072,5248288,5357360,0,0,0,0,0,0,0,0,705760
73,1990,42,DOM,285000,5755952,6044752,0,0,0,1600,1470,0,0,0,781672
74,1995,42,DOM,788700,5305800,6098300,0,0,0,0,0,0,0,0,788700
75,2000,42,DOM,743538,5783075,6526613,100,0,0,1873,1533,0,0,0,1652307
76,2005,42,DOM,1010238,6474708,7484946,100,0,0,2083,1705,0,0,0,1653117
77,2010,42,DOM,1493497,7168786,8662283,100,0,0,0,0,0,0,0,1194797
78,1960,51,JAM,1113072,115291,1327363,600,0,0,0,0,1181,0,0,273293
79,1965,51,JAM,1116720,115291,1332121,600,0,0,0,0,1181,0,0,183783
80,1970,51,JAM,1161798,160873,1445671,1800,0,0,3000,300,5600,0,0,182000
81,1975,51,JAM,1164819,134226,1480069,900,0,0,1500,320,6300,0,0,121900
82,1980,51,JAM,1167840,107580,1514468,2080,0,0,0,340,6400,0,0,41800
83,1985,51,JAM,1657000,105000,1997000,0,0,0,0,0,0,0,0,254210
84,1990,51,JAM,1335978,98049,1701798,600,0,0,3000,300,27100,0,0,617757
85,1995,51,JAM,1422741,82474,1754579,555,0,0,3078,308,28916,0,0,615351
86,2000,51,JAM,1509505,66899,1807362,511,0,0,3156,316,30733,0,0,612945
87,2005,51,JAM,1622752,62449,1890680,521,0,0,2334,319,23347,0,0,592472
88,2010,51,JAM,1736000,58000,1974000,531,0,0,1513,322,15961,0,0,572000
89,1960,52,TRI,79520,299649,574696,0,0,0,49736,0,190403,0,0,23122
90,1965,52,TRI,93020,334314,607342,150,0,0,54968,1000,210306,0,0,12061
91,1970,52,TRI,106520,368980,639990,300,0,0,60200,2000,230209,0,0,1000
92,1975,52,TRI,125460,391590,741575,400,0,0,65200,2000,249454,0,0,1100
93,1980,52,TRI,144400,414200,712000,500,0,0,70200,2000,268700,0,0,1200
94,1985,52,TRI,153140,424080,727820,0,0,0,0,0,300000,0,0,150000
95,1990,52,TRI,216270,391230,760400,600,0,0,80190,3900,315900,0,0,15795
96,1995,52,TRI,255117,387275,776469,602,0,0,82830,3966,323710,0,0,22142
97,2000,52,TRI,293965,383320,792540,605,0,0,85470,4032,331520,0,0,28490
98,2005,52,TRI,279692,364709,754060,611,0,0,75085,4118,283514,0,0,100296
99,2010,52,TRI,365100,285670,729270,0,0,0,65700,0,240100,0,0,175640
100,1970,53,BAR,50582,9000,165690,30,0,0,400,0,100,0,0,40814
101,1975,53,BAR,49601,11050,167765,15,0,0,410,0,255,0,0,26912
102,1980,53,BAR,46620,13100,167840,30,0,0,420,0,411,0,0,13010
103,1985,53,BAR,67230,9960,176790,0,0,0,0,0,0,0,0,15000
104,1990,53,BAR,77536,11230,177173,30,0,0,1079,100,800,0,0,14100
105,1995,53,BAR,87557,11258,183005,31,0,0,1885,104,859,0,0,58698
106,2000,53,BAR,97578,11286,188838,32,0,0,1782,108,918,0,0,55566
107,2005,53,BAR,99456,11375,187296,31,0,0,2041,114,1059,0,0,57375
108,2010,53,BAR,101335,11464,185756,30,0,0,2300,120,1200,0,0,59184
109,1980,54,DMA,4640,69300,73940,0,0,0,0,0,0,0,0,0
110,1985,54,DMA,5000,68000,74000,0,0,0,0,0,0,0,0,0
111,1990,54,DMA,10600,57600,69480,0,0,0,0,90,140,0,0,0
112,1995,54,DMA,10900,56850,69050,0,0,0,69,46,140,0,0,1000
113,2000,54,DMA,15200,42843,60965,0,0,0,139,92,141,0,0,5000
114,2005,54,DMA,13075,49526,64061,0,0,0,0,88,68,0,0,4690
115,2010,54,DMA,10950,56210,67160,0,0,0,0,0,0,0,0,4380
116,1975,55,GRN,9800,60000,89800,0,0,0,0,0,50,0,0,100
117,1980,55,GRN,11130,62940,92590,0,0,0,0,0,0,0,0,140
118,1985,55,GRN,10000,57000,77000,0,0,0,0,0,0,0,0,0
119,1990,55,GRN,14287,48230,75257,0,0,0,0,0,0,0,0,0
120,1995,55,GRN,15403,49165,77438,0,0,0,152,0,318,0,0,2097
121,2000,55,GRN,27491,39221,76726,0,0,0,167,0,123,0,0,6820
122,2005,55,GRN,20600,55620,96820,0,0,0,500,0,250,0,0,4957
123,2010,55,GRN,23852,54209,94323,0,0,0,526,0,263,0,0,5217
124,1980,56,SLU,16481,103200,123131,54,0,0,0,0,0,0,0,0
125,1985,56,SLU,16000,119000,135000,0,0,0,0,0,0,0,0,0
126,1990,56,SLU,15532,115525,131057,0,0,0,0,0,1200,0,0,200
127,1995,56,SLU,18016,115762,135978,0,0,0,352,0,1293,0,0,1873
128,2000,56,SLU,33880,103950,141130,0,0,0,705,0,1386,0,0,3547
129,2005,56,SLU,38998,102077,146156,0,0,0,434,0,939,0,0,6611
130,2010,56,SLU,44116,100204,151183,0,0,0,164,0,492,0,0,9676
131,1980,57,SVG,20140,18520,88650,0,0,0,0,0,53,0,0,590
132,1985,57,SVG,21000,20000,92000,0,0,0,0,0,0,0,0,0
133,1990,57,SVG,31100,10073,91423,0,0,0,1500,0,3450,0,0,1470
134,1995,57,SVG,31510,10166,96441,0,0,0,750,0,3640,0,0,1951
135,2000,57,SVG,51744,15750,98157,0,0,0,798,0,912,0,0,11499
136,2005,57,SVG,40016,39647,95826,0,0,0,451,0,612,0,0,6737
137,2010,57,SVG,28288,63544,93496,0,0,0,104,0,312,0,0,1976
138,1980,58,AAB,23300,6750,53150,0,0,0,600,0,0,0,0,0
139,1985,58,AAB,22000,8000,52750,0,0,0,0,0,0,0,0,0
140,1990,58,AAB,27334,6214,47650,0,0,0,300,0,50,0,0,1946
141,1995,58,AAB,30431,6437,52032,0,0,0,287,0,52,0,0,2831
142,2000,58,AAB,33528,6660,56415,0,0,0,274,0,54,0,0,3716
143,2005,58,AAB,38619,7675,67920,0,0,0,137,0,27,0,0,4421
144,2010,58,AAB,43710,8690,79425,0,0,0,0,0,0,0,0,5127
145,1985,60,SKN,22450,4840,38690,0,0,0,0,0,0,0,0,60
146,1990,60,SKN,18630,2794,35517,0,0,0,0,0,162,0,0,1701
147,1995,60,SKN,20803,2949,36837,0,0,0,64,0,266,0,0,3094
148,2000,60,SKN,22977,3103,38155,0,0,0,129,0,370,0,0,4488
149,2005,60,SKN,15238,7889,41839,0,0,0,135,0,426,0,0,4494
150,2010,60,SKN,7500,12675,45525,0,0,0,141,0,481,0,0,4500
151,1945,70,MEX,222300,20673900,20896200,17574,0,0,0,0,0,0,0,0
152,1950,70,MEX,330111,25329498,25659609,17574,0,0,0,0,0,0,0,0
153,1955,70,MEX,330000,25329000,25659000,17574,0,0,0,0,0,0,0,0
154,1960,70,MEX,400000,33871000,34271000,100750,0,0,0,0,0,0,0,192963
155,1965,70,MEX,600000,36228500,36828500,50000,0,0,0,0,0,0,0,0
156,1970,70,MEX,876879,47028524,47914284,35000,0,0,15000,15000,0,0,0,2037562
157,1975,70,MEX,1171228,61914000,63095110,17500,0,0,20900,20800,0,0,0,3802000
158,1980,70,MEX,1189400,64138880,65340680,0,0,0,0,0,0,0,0,1881000
159,1985,70,MEX,1189400,72253000,73529400,75000,0,0,120000,19000,5400,0,0,0
160,1990,70,MEX,2600000,77770000,80606800,105000,0,0,0,0,5400,0,0,2451100
161,1995,70,MEX,2727296,84970000,87909596,61000,0,0,128584,11470,5705,0,0,2250550
162,2000,70,MEX,2854592,92770000,95812392,122001,0,0,257168,22940,6010,0,0,2050000
163,2005,70,MEX,3917977,93248365,97293942,128646,0,0,206112,24190,9465,5213,0,6092334
164,2010,70,MEX,15886801,92924489,108811290,67476,0,0,3760,0,0,0,0,3052509
165,1980,80,BLZ,21700,96800,132300,1890,0,0,0,0,0,0,0,2200
166,1985,80,BLZ,22500,102000,144500,0,0,0,0,0,0,0,0,2000
167,1990,80,BLZ,29500,108000,163920,2100,0,0,1000,600,4000,0,0,4800
168,1995,80,BLZ,34500,122469,186321,1300,0,0,1194,721,4768,0,0,5998
169,2000,80,BLZ,58684,115035,192222,0,0,0,243,0,367,0,0,21795
170,2005,80,BLZ,69756,119022,208096,0,0,0,410,378,489,0,0,34653
171,2010,80,BLZ,80829,123010,223972,0,0,0,577,757,612,0,0,47511
172,1945,90,GUA,72000,2245000,2317000,0,0,0,0,0,0,0,0,0
173,1950,90,GUA,78000,2703134,2781134,829,0,0,0,0,0,0,0,0
174,1955,90,GUA,79000,2986206,3065206,0,0,0,0,0,0,0,0,0
175,1960,90,GUA,150000,3657000,3807000,0,0,0,0,0,0,0,0,0
176,1965,90,GUA,104000,4202560,4306560,0,0,0,0,0,0,0,0,0
177,1970,90,GUA,269594,4546449,4816793,1000,0,0,0,1000,0,0,0,102480
178,1975,90,GUA,369097,5077624,5447596,250,0,0,0,1000,0,0,0,74940
179,1980,90,GUA,468600,5608800,6078400,500,0,0,0,1000,0,0,0,47400
180,1985,90,GUA,764300,6479400,7243700,250,0,0,400,1300,0,0,0,66100
181,1990,90,GUA,1060000,7450000,8511300,950,0,0,800,1600,0,0,0,84800
182,1995,90,GUA,1296000,8279000,9576225,644,0,0,655,1390,0,0,0,19521
183,2000,90,GUA,1593900,9449550,11045250,1014,0,0,911,1981,0,0,0,284625
184,2005,90,GUA,5080400,6985550,12065950,1000,0,0,1100,2000,0,0,0,508040
185,2010,90,GUA,5529785,7603454,13133239,2000,2000,0,2000,0,0,0,0,635050
186,1945,91,HON,23305,1174269,1197574,0,0,0,0,0,0,0,0,0
187,1950,91,HON,27000,1373000,1400000,0,0,0,0,0,0,0,0,0
188,1955,91,HON,31000,1583700,1614700,0,0,0,0,0,0,0,0,0
189,1960,91,HON,35000,1854000,1889000,0,0,0,0,0,0,0,0,0
190,1965,91,HON,42000,1952293,1994293,0,0,0,0,0,0,0,0,0
191,1970,91,HON,61889,2412601,2474700,150,0,0,1600,1000,0,0,0,35430
192,1975,91,HON,84144,2889835,2976874,150,0,0,0,1000,0,0,0,35430
193,1980,91,HON,106400,3367070,3479050,210,0,0,1840,1000,0,0,0,11900
194,1985,91,HON,139000,4156000,4295000,0,0,0,0,0,0,0,0,15000
195,1990,91,HON,166850,4750300,4919650,290,0,0,6000,2500,0,0,0,106400
196,1995,91,HON,378425,5245150,5624825,145,0,0,3000,1250,0,0,0,103200
197,2000,91,HON,590000,5740000,6330000,0,0,0,0,0,0,0,0,100000
198,2005,91,HON,690000,5740000,6587486,357,0,0,10010,3854,0,0,0,402332
199,2010,91,HON,2560652,4561162,7121814,397,397,0,397,0,0,0,0,800203
200,1945,92,SAL,0,1565906,1565906,0,0,0,0,0,0,0,0,0
201,1950,92,SAL,0,1693000,1693000,0,0,0,0,0,0,0,0,0
202,1955,92,SAL,0,1946500,1946500,0,0,0,0,0,0,0,0,0
203,1960,92,SAL,0,2400000,2400000,0,0,0,0,0,0,0,0,0
204,1965,92,SAL,75000,2655140,2730140,0,0,0,0,0,0,0,0,0
205,1970,92,SAL,149197,3313086,3462438,300,0,0,0,300,0,0,0,2400
206,1975,92,SAL,180498,3251280,3431933,300,0,0,0,300,0,0,0,71574
207,1980,92,SAL,211800,4180090,4392100,410,0,0,0,800,0,0,0,12200
208,1985,92,SAL,169960,4467520,4637480,0,0,0,0,0,0,0,0,199000
209,1990,92,SAL,200000,4665000,4865340,500,0,0,1550,540,0,0,0,70000
210,1995,92,SAL,413800,4874280,5288450,282,0,0,1656,301,0,0,0,289416
211,2000,92,SAL,627600,5083560,5711560,565,0,0,1763,602,0,0,0,508833
212,2005,92,SAL,1151460,4651374,5803034,282,0,0,0,0,0,0,0,562936
213,2010,92,SAL,1990591,4219188,6209779,648,0,0,2027,0,0,0,0,800563
214,1945,93,NIC,39024,873843,912867,0,0,0,0,0,0,0,0,0
215,1950,93,NIC,40000,1012000,1052000,0,0,0,0,0,0,0,0,0
216,1955,93,NIC,41000,1172000,1213000,0,0,0,0,0,0,0,0,0
217,1960,93,NIC,42000,1332000,1374000,0,0,0,0,0,0,0,0,0
218,1965,93,NIC,54100,1450081,1504181,0,0,0,0,0,0,0,0,0
219,1970,93,NIC,118138,1780995,1902333,200,0,0,0,1000,0,0,0,20530
220,1975,93,NIC,174069,2090547,2268816,200,0,0,0,1000,0,0,0,13465
221,1980,93,NIC,230000,2400100,2635300,200,0,0,0,1000,0,0,0,6400
222,1985,93,NIC,250000,2974000,3224000,0,0,0,0,0,0,0,0,29800
223,1990,93,NIC,435000,3275300,3716900,400,0,0,710,4200,0,0,0,47000
224,1995,93,NIC,512500,3787650,4307600,248,0,0,786,5017,0,0,0,136097
225,2000,93,NIC,590000,4300000,4898300,497,0,0,863,5835,0,0,0,225195
226,2005,93,NIC,1264400,3556125,4907725,0,0,0,1500,0,0,0,0,490500
227,2010,93,NIC,1350661,3798734,5242544,0,0,0,1602,0,0,0,0,523963
228,1945,94,COS,0,680000,680000,0,0,0,0,0,0,0,0,0
229,1950,94,COS,0,773000,773000,0,0,0,0,0,0,0,0,0
230,1955,94,COS,0,985500,985500,0,0,0,0,0,0,0,0,0
231,1960,94,COS,0,1198000,1198000,0,0,0,0,0,0,0,0,0
232,1965,94,COS,40000,1196000,1236000,0,0,0,0,0,0,0,0,0
233,1970,94,COS,48874,1602192,1651066,1500,0,0,0,2000,0,0,0,9300
234,1975,94,COS,59887,1867221,1927108,1740,0,0,0,2200,0,0,0,11150
235,1980,94,COS,70900,2132250,2205650,1980,0,0,0,2400,0,0,0,13000
236,1985,94,COS,48000,2450000,2498000,2500,0,0,0,0,0,0,0,21100
237,1990,94,COS,99000,2520000,2620600,3800,0,0,0,2000,80,0,0,115520
238,1995,94,COS,170000,2926350,3097950,4170,0,0,0,2171,100,0,0,120000
239,2000,94,COS,310000,3459780,3771380,4540,0,0,0,2343,121,0,0,177647
240,2005,94,COS,472368,3583440,4057108,2687,0,0,0,1135,519,0,0,157000
241,2010,94,COS,453444,3471000,3925741,3800,0,0,0,1200,558,0,0,445000
242,1945,95,PAN,42600,657800,700400,0,0,0,0,0,0,0,0,0
243,1950,95,PAN,48000,739000,787000,0,0,0,0,0,0,0,0,0
244,1955,95,PAN,47300,889240,936540,0,0,0,0,0,0,0,0,0
245,1960,95,PAN,55000,1058440,1113440,0,0,0,0,0,0,0,0,0
246,1965,95,PAN,69500,1187430,1256930,1000,0,0,30000,750,2000,0,0,0
247,1970,95,PAN,84001,1316421,1415422,2000,0,0,55000,1500,0,0,0,0
248,1975,95,PAN,103380,1502390,1605770,1000,0,0,0,0,0,0,0,0
249,1980,95,PAN,129400,1741766,1877766,866,0,0,28666,1666,4333,0,0,13233
250,1985,95,PAN,122280,1941000,2063280,0,0,0,0,0,0,0,0,0
251,1990,95,PAN,280000,2004500,2292500,1133,0,0,35000,12200,2666,0,0,31466
252,1995,95,PAN,184170,2367900,2552070,3400,0,0,11666,0,0,0,0,0
253,2000,95,PAN,420000,2330000,2773500,3778,0,0,12655,2033,9138,0,0,0
254,2005,95,PAN,611040,2550120,3161160,5000,0,0,10000,12315,450,112,0,0
255,2010,95,PAN,805444,3361450,4166894,6590,0,0,13181,16233,593,148,0,0
256,1945,100,COL,40000,9253000,9293000,0,0,0,0,0,0,0,0,0
257,1950,100,COL,60000,10427280,10487280,0,0,0,0,0,0,0,0,0
258,1955,100,COL,90000,12608715,12698715,12500,0,0,0,0,0,0,0,0
259,1960,100,COL,66666,14953786,15020452,8333,0,0,0,0,0,0,0,0
260,1965,100,COL,90000,17456120,17546120,0,0,0,0,0,0,0,0,0
261,1970,100,COL,202635,20000836,20203471,17313,0,0,24016,481,0,0,0,68765
262,1975,100,COL,200000,22561920,22761920,12000,0,0,0,0,0,0,0,0
263,1980,100,COL,235000,24597400,24946450,6850,0,0,34000,600,3000,0,0,98350
264,1985,100,COL,280000,28006950,28286950,7000,0,0,0,0,0,0,0,250000
265,1990,100,COL,340000,30640000,30980000,8750,0,0,20000,1300,8000,0,0,375000
266,1995,100,COL,412857,33344050,33756907,6500,0,0,0,0,0,0,0,450000
267,2000,100,COL,5713335,34280010,39996945,7500,0,0,32248,1124,6832,0,0,563000
268,2005,100,COL,6433350,35168980,41606496,7500,0,0,25700,1500,7500,0,0,643335
269,2010,100,COL,6944250,37961900,44910647,8095,0,0,27740,1619,8095,0,0,694425
270,1945,101,VEN,0,3710000,3710000,0,0,0,0,0,0,0,0,0
271,1950,101,VEN,0,4466000,4466000,0,0,0,0,0,0,0,0,0
272,1955,101,VEN,14000,5648283,5662283,0,0,0,0,0,0,0,0,0
273,1960,101,VEN,20000,6835000,6855000,0,0,0,0,0,0,0,0,0
274,1965,101,VEN,20000,8111460,8131460,0,0,0,0,0,0,0,0,0
275,1970,101,VEN,84593,9567080,9845202,11000,0,0,250,1000,0,0,0,24500
276,1975,101,VEN,179900,11473000,11762314,7500,0,0,125,833,0,0,0,33183
277,1980,101,VEN,275206,13378920,13679426,4000,0,0,0,666,0,0,0,41866
278,1985,101,VEN,230946,16418773,16649719,0,0,0,0,0,0,0,0,0
279,1990,101,VEN,280000,18331880,18614680,39000,0,0,620,2370,0,0,0,34700
280,1995,101,VEN,218440,20012640,20231080,0,0,0,0,0,0,0,0,0
281,2000,101,VEN,3625500,18852600,22762053,15804,0,0,26506,9845,0,0,0,1208500
282,2005,101,VEN,3975300,20959900,25077176,16159,0,0,28185,11011,0,0,0,1237877
283,2010,101,VEN,4325100,23067200,27392300,16515,0,0,29864,12177,0,0,0,1267254
284,1970,110,GUY,94435,108169,376491,49,0,0,62747,1964,234580,0,0,3935
285,1975,110,GUY,99135,126325,419635,0,0,0,70290,0,265540,0,0,0
286,1980,110,GUY,100100,132300,418500,0,0,0,75600,2000,235000,0,0,7000
287,1985,110,GUY,122000,132000,438000,0,0,0,80000,0,266000,0,0,0
288,1990,110,GUY,102240,73500,303900,60,0,0,57600,1500,252000,0,0,104400
289,1995,110,GUY,143745,67125,367200,38,0,0,55800,0,232500,0,0,71700
290,2000,110,GUY,185250,60750,430500,16,0,0,54000,750,213000,0,0,39000
291,2005,110,GUY,189500,60640,429477,22,0,0,55781,375,219706,0,0,38687
292,2010,110,GUY,191875,61400,427919,29,0,0,57562,0,226412,0,0,38375
293,1975,115,SUR,84339,95000,216774,750,0,0,71400,1100,35000,0,0,5225
294,1980,115,SUR,85900,106950,218450,850,0,0,63800,1200,10000,0,0,6800
295,1985,115,SUR,88000,108000,241000,0,0,0,84000,0,16000,0,0,0
296,1990,115,SUR,98750,97850,235351,525,0,0,65091,1400,82885,0,0,0
297,1995,115,SUR,99725,96070,225995,0,0,0,67800,0,110430,0,0,0
298,2000,115,SUR,112000,102000,234934,191,0,0,69493,617,102101,0,0,3241
299,2005,115,SUR,120748,113772,274703,276,0,0,82468,893,121100,0,0,7200
300,2010,115,SUR,142632,129048,271680,290,0,0,110936,0,155084,0,0,0
301,1945,130,ECU,0,2502000,2502000,0,0,0,0,0,0,0,0,0
302,1950,130,ECU,0,2903000,2903000,0,0,0,0,0,0,0,0,0
303,1955,130,ECU,0,3554658,3554658,0,0,0,0,0,0,0,0,0
304,1960,130,ECU,0,4106886,4106886,0,0,0,0,0,0,0,0,0
305,1965,130,ECU,19200,4835360,4854560,0,0,0,0,0,0,0,0,0
306,1970,130,ECU,72190,5749858,5871027,1000,0,0,0,1000,0,0,0,9500
307,1975,130,ECU,79070,6354440,6464010,0,0,0,0,0,0,0,0,0
308,1980,130,ECU,82333,7562950,7662642,933,0,0,0,666,0,0,0,13466
309,1985,130,ECU,85000,8863500,8948500,1000,0,0,0,1000,0,0,0,20000
310,1990,130,ECU,105000,9740000,9874700,1400,0,0,0,1200,0,0,0,14600
311,1995,130,ECU,115000,8863500,8978500,0,0,0,0,0,0,0,0,0
312,2000,130,ECU,345000,11002020,11477020,1300,0,0,1200,4422,0,0,0,948450
313,2005,130,ECU,314591,11681990,12136581,1150,0,0,1350,5941,0,0,0,1078113
314,2010,130,ECU,284183,12361961,12830327,1000,0,0,1500,7460,0,0,0,1207777
315,1945,135,PER,0,6779700,6779700,0,0,0,0,0,0,0,0,0
316,1950,135,PER,0,7668000,7668000,0,0,0,0,0,0,0,0,0
317,1955,135,PER,0,8170818,8170818,0,0,0,0,0,0,0,0,0
318,1960,135,PER,0,9561000,9561000,0,0,0,0,0,0,0,0,0
319,1965,135,PER,128000,10893650,11021650,0,0,0,0,0,0,0,0,0
320,1970,135,PER,190496,12769151,13001607,2500,0,0,150,10000,0,0,0,16500
321,1975,135,PER,150000,14402950,14552950,0,0,0,0,0,0,0,0,21500
322,1980,135,PER,255500,16357861,17048745,3300,0,0,200,3000,0,0,0,68557
323,1985,135,PER,292380,18360700,19003080,3500,0,0,0,3500,0,0,0,75000
324,1990,135,PER,852000,20091050,21346550,4500,0,0,250,7000,0,0,0,85000
325,1995,135,PER,961000,21805388,23290887,3763,0,0,232,13121,0,0,0,89500
326,2000,135,PER,3002454,20529600,23532720,3027,0,0,5600,8200,0,0,0,461916
327,2005,135,PER,3059210,23639350,26698560,3000,0,0,6200,8500,0,0,0,862141
328,2010,135,PER,3675330,23904351,27579681,3000,0,0,6000,10200,0,0,0,1176105
329,1945,140,BRA,1523643,44301367,45845588,34978,0,0,0,114536,0,0,0,137118
330,1950,140,BRA,1305857,48043880,49349737,0,0,0,0,76500,0,0,0,0
331,1955,140,BRA,1741430,53781428,55564014,34978,0,0,1727,76286,0,0,0,274236
332,1960,140,BRA,4280870,66529550,70935420,42500,0,0,1800,125000,0,0,0,0
